ChuyenMuc,TieuDe,MoTa,ThoiGian,DuongDan,HinhAnh
The Gioi,Số vụ tai nạn máy bay quân sự Mỹ tăng mạnh trong năm qua,Dữ liệu của Lầu Năm Góc cho thấy số sự cố nghiêm trọng liên quan máy bay quân sự trong năm 2024 đã tăng 55% so với năm 2020.,Mới cập nhật,https://vnexpress.net/so-vu-tai-nan-may-bay-quan-su-my-tang-manh-trong-nam-qua-4973878.html,https://i1-vnexpress.vnecdn.net/2025/11/22/nh-1763782660-4145-1763783225.png?w=240&h=144&q=100&dpr=1&fit=crop&s=8xc1qRJgIH1JFd2nXmNMvg
The Gioi,"Trinh sát cơ Mỹ áp sát, thăm dò phòng không Venezuela","Trinh sát cơ RC-135V đã bay gần Venezuela để thu thập thông tin và kiểm tra khả năng phản ứng của phòng không nước này, theo quan chức Mỹ.",Mới cập nhật,https://vnexpress.net/trinh-sat-co-my-ap-sat-tham-do-phong-khong-venezuela-4973883.html,https://i1-vnexpress.vnecdn.net/2025/11/22/5563187178137269043a-176378003-1985-5436-1763780131.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=JcQCO3rD1dluR-Rg6vRq-g
The Gioi,Peru phát lệnh bắt quốc tế với cựu thủ tướng,"Tòa Peru phát lệnh bắt quốc tế với cựu thủ tướng Chavez, hiện tị nạn tại đại sứ quán Mexico ở Lima.",Mới cập nhật,https://vnexpress.net/peru-phat-lenh-bat-quoc-te-voi-cuu-thu-tuong-4973769.html,https://i1-vnexpress.vnecdn.net/2025/11/22/afp-20251103-82wm2t3-v1-highre-8071-5061-1763780609.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=Jda8YpjpenfzNt0m6tMdnw
The Gioi,Mỹ chưa thể trục vớt máy bay rơi ở Biển Đông sau gần một tháng,"Hải quân Mỹ đang tìm cách trục vớt tiêm kích, trực thăng rơi liên tiếp ở Biển Đông hồi tháng 10, chưa rõ thời gian hoàn thành.",Mới cập nhật,https://vnexpress.net/my-chua-the-truc-vot-may-bay-roi-o-bien-dong-sau-gan-mot-thang-4973835.html,https://i1-vnexpress.vnecdn.net/2025/11/22/USNSSalvor-1763778340-2726-1763778517.png?w=240&h=144&q=100&dpr=1&fit=crop&s=47qqreJqstJLhXuvrbx8eA
The Gioi,"Ông Trump đổi giọng, ca ngợi tân Thị trưởng New York","Tổng thống Trump tiếp tân Thị trưởng New York Mamdani tại Nhà Trắng, ca ngợi ông và cam kết hợp tác giải quyết các vấn đề của thành phố này.",Mới cập nhật,https://vnexpress.net/ong-trump-doi-giong-ca-ngoi-tan-thi-truong-new-york-4973476.html,https://i1-vnexpress.vnecdn.net/2025/11/22/AP25325745548559-1763774674-5183-1763774810.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=kRRyfI0tzM5iZouQK323hQ
The Gioi,Nghị sĩ Cộng hòa sẽ từ chức sau bất đồng với ông Trump,"Hạ nghị sĩ Marjorie Taylor Greene, cựu đồng minh của ông Trump, thông báo sẽ rời nhiệm sở vào đầu năm 2026, sau những bất đồng với Tổng thống Mỹ.",Mới cập nhật,https://vnexpress.net/nghi-si-cong-hoa-se-tu-chuc-sau-bat-dong-voi-ong-trump-4973681.html,https://i1-vnexpress.vnecdn.net/2025/11/22/afp-20250903-mei-usa-bd-cpciw-4540-5446-1763776822.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=4iOD5CXlScf2jYJaiisisA
The Gioi,Thị trường văn hóa Nhật tại Trung Quốc đóng băng vì căng thẳng,Hàng loạt hoạt động văn hóa Nhật Bản tại Trung Quốc đã bị hủy hoặc hoãn từ khi căng thẳng song phương leo thang.,Mới cập nhật,https://vnexpress.net/thi-truong-van-hoa-nhat-tai-trung-quoc-dong-bang-vi-cang-thang-4972320.html,https://i1-vnexpress.vnecdn.net/2025/11/21/g5pfy7tbmaay9ii-1763723835-176-5191-4654-1763724211.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=upx_MmoDfiqqS-ciliQCQg
The Gioi,Mỹ cảnh báo 'rủi ro tiềm ẩn' với phi cơ bay qua Venezuela,"Giới chức Mỹ kêu gọi các hãng hàng không cẩn trọng khi bay qua Venezuela, giữa lúc Washington tăng cường lực lượng quân sự gần nước này.",Mới cập nhật,https://vnexpress.net/my-canh-bao-rui-ro-tiem-an-voi-phi-co-bay-qua-venezuela-4973422.html,https://i1-vnexpress.vnecdn.net/2025/11/22/afp-20251112-2246419760-v1-hig-2689-3429-1763771249.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=EJ_fvY-zYr9VxlH55vb6Dg
The Gioi,Mexico bắt giữ 7 vệ sĩ của thị trưởng bị ám sát giữa phố,7 người thuộc đội bảo vệ thị trưởng Carlos Manzo bị bắt vì nghi vấn liên quan đến vụ sát hại ông tại lễ hội hồi đầu tháng.,Mới cập nhật,https://vnexpress.net/mexico-bat-giu-7-ve-si-cua-thi-truong-bi-am-sat-giua-pho-4973430.html,https://i1-vnexpress.vnecdn.net/2025/11/22/wwwfacebookcommediaset11469514-1308-4889-1763771744.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=0-ewzww9izO15olM2XZMuQ
The Gioi,Mỹ có thể sẽ bán F-35 cắt giảm tính năng cho Arab Saudi,"Washington dường như sẽ bán cho Riyadh phiên bản F-35 thua kém mẫu F-35I trong biên chế không quân Israel, do những cam kết về ưu tiên Tel Aviv.",Mới cập nhật,https://vnexpress.net/my-co-the-se-ban-f-35-cat-giam-tinh-nang-cho-arab-saudi-4972844.html,https://i1-vnexpress.vnecdn.net/2025/11/21/F35IIsrael-1763725414-6242-1763725427.png?w=240&h=144&q=100&dpr=1&fit=crop&s=WxjFEeHHu3Yx8jXggoPHgw
The Gioi,Ông Trump ra hạn chót để Ukraine chấp thuận kế hoạch hòa bình,Tổng thống Trump cho Ukraine thời hạn đến ngày 27/11 để chấp thuận kế hoạch hòa bình 28 điểm mà Mỹ đề xuất.,Mới cập nhật,https://vnexpress.net/ong-trump-ra-han-chot-de-ukraine-chap-thuan-ke-hoach-hoa-binh-4973409.html,https://i1-vnexpress.vnecdn.net/2025/11/22/ap25325749497937-1763766688-9939-1763767081.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=Y5R8awkwluD6rNGyuFgj-w
The Gioi,"Động lực khiến Mỹ đổi thái độ, đồng ý bán F-35 cho Arab Saudi","Mỹ từng từ chối bán F-35 cho Arab Saudi, nhưng dường như đã thay đổi quan điểm nhằm duy trì ảnh hưởng và củng cố vị thế tại khu vực.",Mới cập nhật,https://vnexpress.net/dong-luc-khien-my-doi-thai-do-dong-y-ban-f-35-cho-arab-saudi-4969487.html,https://i1-vnexpress.vnecdn.net/2025/11/20/F35-1763636219-7136-1763636234.png?w=240&h=144&q=100&dpr=1&fit=crop&s=jTNFPknqq9PtJuSiRcd42Q
The Gioi,Điện Kremlin: Ukraine nên đàm phán ngay hoặc mất thêm lãnh thổ,"Nga cảnh báo Tổng thống Zelensky nên bắt đầu đàm phán ""ngay bây giờ"" hoặc sẽ mất thêm lãnh thổ, sau khi Mỹ gửi kế hoạch hòa bình mới cho Ukraine.",Mới cập nhật,https://vnexpress.net/dien-kremlin-ukraine-nen-dam-phan-ngay-hoac-mat-them-lanh-tho-4972936.html,https://i1-vnexpress.vnecdn.net/2025/11/21/afp-20250510-467a7zn-v1-highre-3237-4392-1763741937.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=UaZ3n8c9q6tplHM7H6FQ1Q
The Gioi,Kế hoạch hòa bình Ukraine của Mỹ gây tranh cãi,"Mỹ nói đề xuất hòa bình mới có lợi cho Moskva và Kiev, song nhiều quan chức Ukraine và châu Âu lo ngại thỏa thuận ""không khác gì đầu hàng"".",Mới cập nhật,https://vnexpress.net/ke-hoach-hoa-binh-ukraine-cua-my-gay-tranh-cai-4971930.html,https://i1-vnexpress.vnecdn.net/2025/11/21/ap25321331502718-1763725013-4797-1763725097.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=dhxgxkPbXvqJ3JxrHFQcFA
The Gioi,Hàn Quốc đề nghị hợp tác với Việt Nam chống tội phạm lừa đảo trực tuyến,"Chủ tịch Quốc hội Woo Won-shik đề nghị Việt - Hàn hợp tác phòng chống tội phạm xuyên quốc gia, đặc biệt là tội phạm công nghệ cao lừa đảo trực tuyến.",Mới cập nhật,https://vnexpress.net/han-quoc-de-nghi-hop-tac-voi-viet-nam-chong-toi-pham-lua-dao-truc-tuyen-4973324.html,https://i1-vnexpress.vnecdn.net/2025/11/21/543467436029001766-1763736912-8908-7511-1763738037.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=HKsB0C-RpSjFOAlKApLRHg
The Gioi,"Cộng hòa Czech hỗ trợ Việt Nam 3,5 tỷ đồng khắc phục hậu quả bão lũ","Chủ tịch Thượng viện Milos Vystrcil thay mặt chính phủ Czech trao số tiền tương đương 3,5 tỷ đồng hỗ trợ Việt Nam khắc phục hậu quả bão lũ.",Mới cập nhật,https://vnexpress.net/cong-hoa-czech-ho-tro-viet-nam-3-5-ty-dong-khac-phuc-hau-qua-bao-lu-4973363.html,https://i1-vnexpress.vnecdn.net/2025/11/21/vna-potal-chu-tich-quoc-hoi-tr-4679-5685-1763736028.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=rPJRjqggkYBBsl2sm3rvAw
The Gioi,Việt Nam - Nam Phi nâng cấp quan hệ lên Đối tác Chiến lược,"Thủ tướng Phạm Minh Chính và Tổng thống Nam Phi Ramaphosa tuyên bố nâng cấp quan hệ hai nước lên Đối tác Chiến lược, nhất trí các định hướng phát triển quan hệ.",Mới cập nhật,https://vnexpress.net/viet-nam-nam-phi-nang-cap-quan-he-len-doi-tac-chien-luoc-4973033.html,https://i1-vnexpress.vnecdn.net/2025/11/21/vna-potal-thu-tuong-hoi-kien-t-5163-6074-1763732435.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=uY7wZSzH4zM5QVZCuT8VPw
The Gioi,Tiêm kích Ấn Độ rơi tại triển lãm hàng không Dubai,"Một tiêm kích Tejas của Ấn Độ lao xuống đất khi đang bay biểu diễn tại triển lãm hàng không Dubai, khiến phi công thiệt mạng.",Mới cập nhật,https://vnexpress.net/tiem-kich-an-do-roi-tai-trien-lam-hang-khong-dubai-4972748.html,https://i1-vnexpress.vnecdn.net/2025/11/21/gulfnews20251120a4acqw87tejus-7188-7997-1763725228.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=qhzsJBA1XZI3zR-bryYFwQ
The Gioi,Hungary đề nghị EU ngừng chuyển tiền cho Ukraine,"Ngoại trưởng Hungary chỉ trích ý định của EU về chuyển thêm 100 tỷ euro cho Ukraine, giữa lúc chính trường nước này rung chuyển vì bê bối tham nhũng.",Mới cập nhật,https://vnexpress.net/hungary-de-nghi-eu-ngung-chuyen-tien-cho-ukraine-4969451.html,https://i1-vnexpress.vnecdn.net/2025/11/21/cwpym6gosjlhdjfyw5i45ewepm-176-2829-4003-1763716075.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=hy1nKGqOWbf2-rxz-gB1dw
The Gioi,Thủ tướng tới Nam Phi dự hội nghị thượng đỉnh G20,"Thủ tướng Phạm Minh Chính và phu nhân tới thành phố Johannesburg của Nam Phi, bắt đầu tham dự hội nghị thượng đỉnh G20 và các hoạt động song phương.",Mới cập nhật,https://vnexpress.net/thu-tuong-toi-nam-phi-du-hoi-nghi-thuong-dinh-g20-4972144.html,https://i1-vnexpress.vnecdn.net/2025/11/21/thu-tuong-pham-minh-chinh-1763-8100-6756-1763714956.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=AQ6xUqK1BkqsU9gobA72zw
The Gioi,Dự thảo kế hoạch 28 điểm của Mỹ để chấm dứt chiến sự Ukraine,"Truyền thông Mỹ công bố nội dung 28 điểm được cho là dự thảo kế hoạch hòa bình mà nước này đã chuyển cho Ukraine, nhằm chấm dứt chiến sự.",Mới cập nhật,https://vnexpress.net/du-thao-ke-hoach-28-diem-cua-my-de-cham-dut-chien-su-ukraine-4970827.html,https://i1-vnexpress.vnecdn.net/2025/11/21/afp-20250818-69v36vr-v3-highre-6771-4003-1763698010.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=hE3U4ty4_dbXrOKADYhLoQ
The Gioi,Đức khoe xe tăng Leopard đầu tiên được chế tạo mới trong hơn 30 năm,"Tập đoàn KNDS ra mắt xe tăng Leopard 2A8, đánh dấu chiếc Leopard 2 đầu tiên được chế tạo mới hoàn toàn cho quân đội Đức kể từ năm 1992.",Mới cập nhật,https://vnexpress.net/duc-khoe-xe-tang-leopard-dau-tien-duoc-che-tao-moi-trong-hon-30-nam-4971322.html,https://i1-vnexpress.vnecdn.net/2025/11/21/Settop-1763698661-3122-1763699156.png?w=240&h=144&q=100&dpr=1&fit=crop&s=5DXxjCQP4dTLsgQZbqqenA
The Gioi,Tư lệnh Pháp hứng chỉ trích vì kêu gọi 'hy sinh con cái' để đối phó Nga,"Tư lệnh quân đội Pháp bị chỉ trích là ""phát ngôn hiếu chiến"", sau khi kêu gọi người dân sẵn sàng hy sinh để đối đầu với Nga.",Mới cập nhật,https://vnexpress.net/tu-lenh-phap-hung-chi-trich-vi-keu-goi-hy-sinh-con-cai-de-doi-pho-nga-4971918.html,https://i1-vnexpress.vnecdn.net/2025/11/21/fabien-mandon-1763710528-6232-1763710847.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=uWfL886ITMWEbPwzfpJoiw
The Gioi,Nhật Bản lên tiếng về video nhà ngoại giao 'cúi đầu' trước quan chức Trung Quốc,"Nhật Bản bày tỏ phản đối sau khi truyền thông Trung Quốc đăng video nhà ngoại giao của Tokyo ""cúi đầu"" trước quan chức của Bắc Kinh, khi căng thẳng giữa hai nước gia tăng.",Mới cập nhật,https://vnexpress.net/nhat-ban-len-tieng-ve-video-nha-ngoai-giao-cui-dau-truoc-quan-chuc-trung-quoc-4971365.html,https://i1-vnexpress.vnecdn.net/2025/11/21/afp-20251118-84c77kf-v1-highre-3069-9262-1763699958.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=LZq1F5U2xoigXDJOQXc56w
The Gioi,Colombia công bố kho báu trong xác tàu đắm hơn 300 năm,Chính quyền Colombia trưng bày những hiện vật đầu tiên trục vớt từ tàu San Jose chìm dưới đáy biển năm 1708.,Mới cập nhật,https://vnexpress.net/colombia-cong-bo-kho-bau-trong-xac-tau-dam-hon-300-nam-4971359.html,https://i1-vnexpress.vnecdn.net/2025/11/21/36f5b9a53d4451dcd094b488a2a4b1-9688-6342-1763697848.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=3F-K_UNo1a9SbNWPfnxk9Q
The Gioi,Quan hệ Trung - Nhật đối mặt 'mùa đông dài',Mối quan hệ Bắc Kinh - Tokyo hiện vẫn bế tắc và được dự đoán sẽ đóng băng trong thời gian dài sau phát ngôn về vấn đề Đài Loan của Thủ tướng Takaichi.,Mới cập nhật,https://vnexpress.net/quan-he-trung-nhat-doi-mat-mua-dong-dai-4969235.html,https://i1-vnexpress.vnecdn.net/2025/11/21/4258f551-c533-4558-963b-363871-3124-3215-1763698931.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=zMjCrHAQ7hB9kj1GEN-gAw
The Gioi,Thái Lan muốn cải tạo soái hạm thành tàu sân bay drone,Hải quân Thái Lan được lệnh nghiên cứu phương án cải tạo tàu sân bay HTMS Chakri Naruebet thành chiến hạm chuyên vận hành thiết bị không người lái.,Mới cập nhật,https://vnexpress.net/thai-lan-muon-cai-tao-soai-ham-thanh-tau-san-bay-drone-4971197.html,https://i1-vnexpress.vnecdn.net/2025/11/21/ta-u-sa-n-bay-tha-i-lan-jpeg-1-3873-1618-1763698118.jpg?w=240&h=144&q=100&dpr=1&fit=crop&s=BPHblBFCusXBk_hgWIfX8A
